type,protocol,srcPort,destPort,bytes,duration,requestCount,sourceIP,severity,timestamp
normal,HTTP,59661,80,4545,20,10,192.168.1.101,Low,2026-07-03T14:47:00Z
normal,TCP,13758,80,3585,12,5,192.168.1.237,Low,2026-07-03T12:42:00Z
normal,HTTPS,49153,80,2157,25,1,192.168.1.6,Low,2026-07-03T11:36:00Z
normal,HTTPS,6607,80,172,20,5,192.168.1.12,Low,2026-07-03T17:09:00Z
normal,HTTPS,64615,443,4278,24,4,192.168.1.76,Low,2026-07-03T10:15:00Z
normal,HTTP,27165,80,2543,19,4,192.168.1.68,Low,2026-07-03T09:06:00Z
normal,HTTP,1593,443,3336,18,6,192.168.1.130,Low,2026-07-03T09:38:00Z
normal,TCP,13985,80,2065,6,2,192.168.1.188,Low,2026-07-03T12:00:00Z
normal,HTTPS,17345,443,2668,14,7,192.168.1.216,Low,2026-07-03T15:55:00Z
normal,HTTPS,26858,443,2691,1,8,192.168.1.80,Low,2026-07-03T15:27:00Z
normal,TCP,52539,80,761,9,5,192.168.1.221,Low,2026-07-03T17:52:00Z
normal,DNS,51479,53,4437,4,5,192.168.1.71,Low,2026-07-03T14:21:00Z
normal,HTTP,17709,443,609,15,9,192.168.1.241,Low,2026-07-03T11:47:00Z
normal,HTTP,19912,443,4040,20,7,192.168.1.186,Low,2026-07-03T11:53:00Z
normal,TCP,7411,80,1568,20,7,192.168.1.239,Low,2026-07-03T11:29:00Z
normal,HTTP,50600,80,1636,23,7,192.168.1.237,Low,2026-07-03T15:38:00Z
normal,HTTPS,58930,80,2740,13,3,192.168.1.69,Low,2026-07-03T15:53:00Z
normal,HTTPS,2545,80,1154,10,1,192.168.1.49,Low,2026-07-03T11:30:00Z
normal,TCP,35301,80,2213,3,3,192.168.1.138,Low,2026-07-03T16:07:00Z
normal,DNS,16370,53,2199,2,3,192.168.1.125,Low,2026-07-03T11:52:00Z
normal,DNS,40270,53,1025,1,9,192.168.1.176,Low,2026-07-03T14:45:00Z
normal,TCP,20350,80,3435,1,10,192.168.1.135,Low,2026-07-03T12:49:00Z
normal,HTTPS,17839,80,4514,27,2,192.168.1.215,Low,2026-07-03T13:52:00Z
normal,HTTP,7847,80,3044,16,8,192.168.1.90,Low,2026-07-03T09:39:00Z
normal,TCP,57022,80,971,15,4,192.168.1.157,Low,2026-07-03T13:56:00Z
normal,HTTPS,13175,443,3406,29,4,192.168.1.127,Low,2026-07-03T11:56:00Z
normal,HTTPS,27363,80,4864,27,2,192.168.1.21,Low,2026-07-03T14:27:00Z
normal,TCP,51850,80,1954,4,7,192.168.1.233,Low,2026-07-03T14:42:00Z
normal,HTTPS,60730,443,1172,25,6,192.168.1.116,Low,2026-07-03T17:07:00Z
normal,TCP,23589,80,4895,6,3,192.168.1.32,Low,2026-07-03T10:32:00Z
normal,DNS,42173,53,1523,20,1,192.168.1.243,Low,2026-07-03T12:49:00Z
normal,HTTP,62176,80,4604,27,3,192.168.1.240,Low,2026-07-03T17:48:00Z
normal,HTTP,49999,80,374,7,8,192.168.1.59,Low,2026-07-03T14:24:00Z
normal,DNS,54357,53,3514,15,8,192.168.1.133,Low,2026-07-03T15:55:00Z
normal,HTTP,6760,80,3555,15,8,192.168.1.80,Low,2026-07-03T17:48:00Z
normal,HTTPS,48466,443,4897,16,9,192.168.1.62,Low,2026-07-03T17:13:00Z
normal,TCP,1188,80,3567,7,10,192.168.1.85,Low,2026-07-03T13:33:00Z
normal,HTTP,9355,80,728,13,7,192.168.1.113,Low,2026-07-03T16:56:00Z
normal,DNS,7937,53,4998,14,3,192.168.1.25,Low,2026-07-03T11:23:00Z
normal,HTTP,14162,443,3110,16,7,192.168.1.41,Low,2026-07-03T11:28:00Z
normal,HTTPS,20018,443,2688,15,1,192.168.1.10,Low,2026-07-03T17:14:00Z
normal,HTTP,45825,80,2136,16,4,192.168.1.84,Low,2026-07-03T10:53:00Z
normal,DNS,55922,53,4794,28,5,192.168.1.101,Low,2026-07-03T14:52:00Z
normal,HTTP,1772,80,916,24,2,192.168.1.23,Low,2026-07-03T11:06:00Z
normal,HTTP,44420,443,1203,13,3,192.168.1.16,Low,2026-07-03T13:10:00Z
normal,DNS,25058,53,2592,10,1,192.168.1.60,Low,2026-07-03T15:45:00Z
normal,HTTPS,2754,80,3898,12,1,192.168.1.28,Low,2026-07-03T12:52:00Z
normal,DNS,10920,53,2314,20,3,192.168.1.218,Low,2026-07-03T17:17:00Z
normal,TCP,56079,80,1194,22,6,192.168.1.16,Low,2026-07-03T14:41:00Z
normal,HTTP,62652,80,4230,6,1,192.168.1.127,Low,2026-07-03T14:07:00Z
normal,HTTPS,20999,80,863,7,2,192.168.1.221,Low,2026-07-03T12:24:00Z
normal,HTTPS,8210,80,3176,25,3,192.168.1.65,Low,2026-07-03T10:03:00Z
normal,DNS,28056,53,4674,28,5,192.168.1.158,Low,2026-07-03T09:31:00Z
normal,HTTP,40839,80,4815,4,2,192.168.1.232,Low,2026-07-03T09:23:00Z
normal,HTTP,48266,80,3871,9,6,192.168.1.77,Low,2026-07-03T14:12:00Z
normal,DNS,21786,53,1827,24,3,192.168.1.241,Low,2026-07-03T15:02:00Z
normal,HTTP,31914,80,4163,7,6,192.168.1.60,Low,2026-07-03T15:44:00Z
normal,HTTPS,29572,80,180,22,8,192.168.1.239,Low,2026-07-03T09:52:00Z
normal,HTTPS,43654,80,2963,24,3,192.168.1.2,Low,2026-07-03T11:11:00Z
normal,TCP,38006,80,2656,13,8,192.168.1.43,Low,2026-07-03T15:10:00Z
normal,HTTPS,35884,80,4244,26,1,192.168.1.25,Low,2026-07-03T13:37:00Z
normal,DNS,64658,53,421,28,6,192.168.1.23,Low,2026-07-03T13:50:00Z
normal,TCP,61698,80,268,15,6,192.168.1.139,Low,2026-07-03T14:49:00Z
normal,HTTPS,26725,80,406,13,2,192.168.1.143,Low,2026-07-03T14:44:00Z
normal,TCP,34652,80,1112,3,4,192.168.1.39,Low,2026-07-03T14:37:00Z
normal,HTTP,18683,443,494,6,5,192.168.1.100,Low,2026-07-03T10:19:00Z
normal,DNS,34691,53,1341,13,1,192.168.1.216,Low,2026-07-03T10:12:00Z
normal,TCP,60699,80,4755,30,6,192.168.1.60,Low,2026-07-03T14:19:00Z
normal,HTTP,23917,80,2205,13,5,192.168.1.144,Low,2026-07-03T14:31:00Z
normal,TCP,39905,80,4700,13,2,192.168.1.130,Low,2026-07-03T11:48:00Z
normal,HTTP,51739,80,985,10,10,192.168.1.71,Low,2026-07-03T11:30:00Z
normal,DNS,29556,53,2907,15,4,192.168.1.125,Low,2026-07-03T09:23:00Z
normal,DNS,10002,53,3115,13,3,192.168.1.91,Low,2026-07-03T11:54:00Z
normal,DNS,45622,53,513,22,9,192.168.1.160,Low,2026-07-03T15:39:00Z
normal,TCP,37431,80,2582,9,9,192.168.1.131,Low,2026-07-03T09:58:00Z
normal,HTTPS,2082,80,4199,23,6,192.168.1.86,Low,2026-07-03T16:35:00Z
normal,TCP,18165,80,3275,16,3,192.168.1.205,Low,2026-07-03T15:05:00Z
normal,DNS,51291,53,863,19,2,192.168.1.101,Low,2026-07-03T09:55:00Z
normal,DNS,64434,53,4208,27,3,192.168.1.220,Low,2026-07-03T15:37:00Z
normal,HTTPS,61125,80,3239,8,9,192.168.1.158,Low,2026-07-03T15:59:00Z
normal,HTTPS,11764,443,4749,23,2,192.168.1.159,Low,2026-07-03T14:41:00Z
normal,HTTPS,21511,443,1996,18,1,192.168.1.191,Low,2026-07-03T09:37:00Z
normal,DNS,55983,53,1638,12,10,192.168.1.106,Low,2026-07-03T10:13:00Z
normal,TCP,36295,80,171,27,8,192.168.1.138,Low,2026-07-03T15:37:00Z
normal,DNS,59594,53,4224,30,8,192.168.1.201,Low,2026-07-03T11:54:00Z
normal,HTTP,8426,80,2409,2,4,192.168.1.60,Low,2026-07-03T14:08:00Z
normal,TCP,56848,80,2091,10,4,192.168.1.3,Low,2026-07-03T09:44:00Z
normal,HTTP,29785,443,3462,29,5,192.168.1.228,Low,2026-07-03T14:30:00Z
normal,HTTPS,21501,443,3352,1,2,192.168.1.113,Low,2026-07-03T11:22:00Z
normal,DNS,15985,53,4089,13,3,192.168.1.92,Low,2026-07-03T09:17:00Z
normal,DNS,36206,53,2077,30,6,192.168.1.5,Low,2026-07-03T12:11:00Z
normal,TCP,11219,80,2787,7,1,192.168.1.165,Low,2026-07-03T17:51:00Z
normal,HTTPS,35602,443,4374,29,10,192.168.1.65,Low,2026-07-03T09:27:00Z
normal,DNS,28555,53,4679,5,8,192.168.1.114,Low,2026-07-03T14:12:00Z
normal,TCP,4788,80,2056,13,2,192.168.1.242,Low,2026-07-03T16:51:00Z
normal,HTTP,19727,443,3877,9,10,192.168.1.241,Low,2026-07-03T14:46:00Z
normal,HTTP,3992,80,4078,8,3,192.168.1.254,Low,2026-07-03T11:47:00Z
normal,DNS,28403,53,1757,19,6,192.168.1.197,Low,2026-07-03T12:50:00Z
normal,HTTPS,16844,80,3866,14,2,192.168.1.89,Low,2026-07-03T11:15:00Z
normal,HTTP,56398,80,1415,23,3,192.168.1.21,Low,2026-07-03T09:54:00Z
normal,HTTPS,17345,443,4537,29,10,192.168.1.79,Low,2026-07-03T17:54:00Z
normal,DNS,11639,53,3390,17,5,192.168.1.86,Low,2026-07-03T09:12:00Z
normal,TCP,40745,80,1197,9,9,192.168.1.45,Low,2026-07-03T12:22:00Z
normal,TCP,6437,80,4986,5,1,192.168.1.76,Low,2026-07-03T16:11:00Z
normal,DNS,44389,53,2119,29,2,192.168.1.69,Low,2026-07-03T13:13:00Z
normal,TCP,29982,80,2126,9,1,192.168.1.207,Low,2026-07-03T15:13:00Z
normal,HTTPS,13046,443,1823,20,10,192.168.1.73,Low,2026-07-03T12:48:00Z
normal,DNS,42986,53,4495,21,6,192.168.1.113,Low,2026-07-03T13:09:00Z
normal,DNS,56963,53,3688,6,6,192.168.1.190,Low,2026-07-03T16:28:00Z
normal,HTTP,8059,443,4405,15,4,192.168.1.146,Low,2026-07-03T17:43:00Z
normal,HTTPS,11265,443,3755,14,8,192.168.1.105,Low,2026-07-03T09:25:00Z
normal,DNS,29264,53,2102,24,4,192.168.1.245,Low,2026-07-03T12:28:00Z
normal,TCP,60111,80,4188,5,8,192.168.1.205,Low,2026-07-03T09:50:00Z
normal,DNS,55354,53,3671,13,1,192.168.1.126,Low,2026-07-03T15:02:00Z
normal,DNS,25005,53,3267,13,6,192.168.1.210,Low,2026-07-03T09:45:00Z
normal,HTTP,2716,443,4455,8,4,192.168.1.236,Low,2026-07-03T14:51:00Z
normal,DNS,44856,53,2673,2,9,192.168.1.186,Low,2026-07-03T17:23:00Z
normal,HTTPS,33931,80,2533,28,9,192.168.1.7,Low,2026-07-03T16:15:00Z
normal,HTTPS,40073,443,2501,10,5,192.168.1.80,Low,2026-07-03T11:07:00Z
normal,DNS,17478,53,3195,19,6,192.168.1.104,Low,2026-07-03T14:52:00Z
normal,TCP,25142,80,3616,6,5,192.168.1.162,Low,2026-07-03T17:26:00Z
normal,TCP,23924,80,1390,4,3,192.168.1.143,Low,2026-07-03T16:53:00Z
normal,HTTP,32005,443,4712,20,2,192.168.1.154,Low,2026-07-03T09:19:00Z
normal,DNS,61287,53,251,9,9,192.168.1.126,Low,2026-07-03T13:41:00Z
normal,TCP,43308,80,3075,9,9,192.168.1.111,Low,2026-07-03T16:54:00Z
normal,DNS,61890,53,1418,23,8,192.168.1.240,Low,2026-07-03T13:02:00Z
normal,DNS,34372,53,4599,5,2,192.168.1.120,Low,2026-07-03T12:19:00Z
normal,HTTPS,37569,80,3270,17,7,192.168.1.32,Low,2026-07-03T09:59:00Z
normal,DNS,46179,53,1710,5,10,192.168.1.128,Low,2026-07-03T11:41:00Z
normal,DNS,42388,53,4223,12,10,192.168.1.11,Low,2026-07-03T16:14:00Z
normal,TCP,21647,80,672,7,8,192.168.1.198,Low,2026-07-03T12:27:00Z
normal,TCP,28505,80,1808,24,3,192.168.1.166,Low,2026-07-03T09:02:00Z
normal,TCP,62354,80,3750,27,9,192.168.1.156,Low,2026-07-03T14:39:00Z
normal,HTTP,5171,80,370,13,7,192.168.1.31,Low,2026-07-03T13:36:00Z
normal,DNS,65458,53,3284,12,1,192.168.1.200,Low,2026-07-03T12:24:00Z
normal,HTTPS,55691,80,497,28,10,192.168.1.104,Low,2026-07-03T12:07:00Z
normal,HTTP,61210,80,2851,10,2,192.168.1.77,Low,2026-07-03T14:00:00Z
normal,HTTPS,7277,443,1352,15,9,192.168.1.184,Low,2026-07-03T11:50:00Z
normal,TCP,31329,80,1377,9,10,192.168.1.110,Low,2026-07-03T14:26:00Z
normal,TCP,11601,80,4905,12,8,192.168.1.181,Low,2026-07-03T10:13:00Z
normal,HTTP,40562,443,4648,7,7,192.168.1.21,Low,2026-07-03T09:01:00Z
normal,HTTP,41485,80,521,7,2,192.168.1.96,Low,2026-07-03T16:14:00Z
normal,HTTP,12656,443,1766,28,1,192.168.1.138,Low,2026-07-03T12:31:00Z
normal,HTTPS,59446,443,2676,21,10,192.168.1.163,Low,2026-07-03T16:51:00Z
normal,HTTP,25109,443,1245,3,8,192.168.1.66,Low,2026-07-03T09:46:00Z
normal,HTTPS,20698,80,1786,25,1,192.168.1.218,Low,2026-07-03T13:33:00Z
normal,HTTPS,52803,443,1024,13,3,192.168.1.99,Low,2026-07-03T17:00:00Z
normal,HTTPS,48142,80,3153,22,10,192.168.1.150,Low,2026-07-03T15:15:00Z
normal,HTTP,43575,80,3203,13,1,192.168.1.142,Low,2026-07-03T17:47:00Z
normal,HTTP,8643,80,367,19,1,192.168.1.21,Low,2026-07-03T13:22:00Z
normal,HTTPS,4170,443,3073,15,10,192.168.1.246,Low,2026-07-03T13:55:00Z
normal,TCP,53630,80,1143,2,7,192.168.1.108,Low,2026-07-03T12:36:00Z
normal,DNS,60033,53,1916,16,9,192.168.1.181,Low,2026-07-03T11:44:00Z
normal,HTTPS,22085,80,3353,2,6,192.168.1.23,Low,2026-07-03T10:00:00Z
normal,HTTPS,27569,80,863,25,1,192.168.1.174,Low,2026-07-03T12:23:00Z
normal,DNS,55702,53,2804,7,10,192.168.1.21,Low,2026-07-03T17:56:00Z
normal,DNS,4162,53,2112,30,2,192.168.1.120,Low,2026-07-03T16:29:00Z
normal,HTTP,34764,80,2491,21,5,192.168.1.210,Low,2026-07-03T13:21:00Z
normal,HTTP,32396,443,2375,20,10,192.168.1.25,Low,2026-07-03T17:51:00Z
normal,HTTPS,61308,80,4654,25,10,192.168.1.72,Low,2026-07-03T16:09:00Z
normal,HTTPS,22580,80,3515,29,8,192.168.1.12,Low,2026-07-03T09:26:00Z
normal,DNS,49972,53,4534,22,4,192.168.1.236,Low,2026-07-03T09:24:00Z
normal,TCP,61373,80,1771,28,3,192.168.1.200,Low,2026-07-03T12:10:00Z
normal,TCP,16185,80,1370,13,10,192.168.1.91,Low,2026-07-03T13:47:00Z
normal,HTTPS,61105,80,4867,29,1,192.168.1.168,Low,2026-07-03T16:03:00Z
normal,DNS,13771,53,3426,25,4,192.168.1.137,Low,2026-07-03T15:39:00Z
normal,DNS,57349,53,316,13,8,192.168.1.15,Low,2026-07-03T10:15:00Z
normal,TCP,24510,80,4921,5,5,192.168.1.60,Low,2026-07-03T16:38:00Z
normal,HTTP,53648,80,4357,9,4,192.168.1.53,Low,2026-07-03T11:58:00Z
normal,HTTP,46123,80,1211,16,2,192.168.1.111,Low,2026-07-03T17:56:00Z
normal,TCP,30334,80,4264,13,10,192.168.1.75,Low,2026-07-03T09:00:00Z
normal,TCP,25456,80,120,17,10,192.168.1.216,Low,2026-07-03T11:16:00Z
normal,DNS,56616,53,968,24,8,192.168.1.107,Low,2026-07-03T12:04:00Z
normal,HTTPS,53835,443,1894,20,3,192.168.1.183,Low,2026-07-03T17:56:00Z
normal,TCP,50907,80,2366,26,2,192.168.1.16,Low,2026-07-03T15:59:00Z
normal,TCP,9905,80,4691,17,10,192.168.1.220,Low,2026-07-03T10:24:00Z
normal,HTTPS,23697,443,1931,11,6,192.168.1.230,Low,2026-07-03T13:01:00Z
normal,DNS,34143,53,3704,27,9,192.168.1.192,Low,2026-07-03T16:59:00Z
normal,TCP,21515,80,4297,21,2,192.168.1.195,Low,2026-07-03T09:56:00Z
normal,HTTPS,60816,80,1857,18,3,192.168.1.37,Low,2026-07-03T17:36:00Z
normal,DNS,48493,53,411,22,9,192.168.1.162,Low,2026-07-03T17:29:00Z
normal,TCP,30943,80,3293,22,7,192.168.1.136,Low,2026-07-03T10:00:00Z
normal,TCP,54824,80,4222,16,4,192.168.1.172,Low,2026-07-03T13:22:00Z
normal,TCP,27148,80,2547,2,5,192.168.1.243,Low,2026-07-03T12:57:00Z
normal,HTTP,14967,443,2587,5,8,192.168.1.136,Low,2026-07-03T14:12:00Z
normal,DNS,62279,53,2053,2,2,192.168.1.18,Low,2026-07-03T11:34:00Z
normal,DNS,28346,53,4519,22,4,192.168.1.206,Low,2026-07-03T16:40:00Z
normal,HTTP,49636,80,804,15,9,192.168.1.166,Low,2026-07-03T17:21:00Z
normal,TCP,6124,80,2815,7,3,192.168.1.222,Low,2026-07-03T16:43:00Z
normal,HTTP,25422,443,4209,12,7,192.168.1.54,Low,2026-07-03T16:49:00Z
normal,HTTP,21698,80,2047,16,4,192.168.1.88,Low,2026-07-03T16:05:00Z
normal,DNS,33283,53,1198,30,9,192.168.1.8,Low,2026-07-03T10:13:00Z
normal,DNS,43115,53,943,24,1,192.168.1.121,Low,2026-07-03T12:33:00Z
normal,HTTP,28339,443,4055,22,8,192.168.1.151,Low,2026-07-03T12:16:00Z
normal,DNS,28236,53,4679,13,9,192.168.1.151,Low,2026-07-03T11:18:00Z
normal,DNS,13673,53,1036,21,8,192.168.1.51,Low,2026-07-03T16:32:00Z
normal,HTTP,48092,443,3834,2,5,192.168.1.167,Low,2026-07-03T14:14:00Z
normal,TCP,49297,80,1798,7,4,192.168.1.183,Low,2026-07-03T09:18:00Z
normal,HTTPS,36792,443,2798,19,7,192.168.1.205,Low,2026-07-03T13:25:00Z
normal,HTTP,53725,443,2146,25,2,192.168.1.190,Low,2026-07-03T17:40:00Z
normal,DNS,28943,53,107,28,7,192.168.1.82,Low,2026-07-03T14:07:00Z
normal,HTTP,37014,443,4682,18,10,192.168.1.248,Low,2026-07-03T10:26:00Z
normal,TCP,64801,80,2073,24,10,192.168.1.164,Low,2026-07-03T14:44:00Z
normal,TCP,45781,80,643,13,6,192.168.1.103,Low,2026-07-03T17:56:00Z
normal,HTTPS,64780,443,1470,4,7,192.168.1.219,Low,2026-07-03T10:20:00Z
normal,HTTPS,38255,443,3234,9,8,192.168.1.123,Low,2026-07-03T16:59:00Z
normal,HTTP,26356,443,2128,16,3,192.168.1.249,Low,2026-07-03T09:18:00Z
normal,HTTPS,64726,443,3790,20,3,192.168.1.79,Low,2026-07-03T17:05:00Z
normal,HTTPS,61384,443,1404,17,6,192.168.1.149,Low,2026-07-03T11:24:00Z
normal,DNS,11448,53,189,30,10,192.168.1.33,Low,2026-07-03T16:38:00Z
normal,TCP,64713,80,3216,5,3,192.168.1.136,Low,2026-07-03T17:35:00Z
normal,HTTPS,58953,80,832,15,9,192.168.1.31,Low,2026-07-03T16:36:00Z
normal,HTTPS,5445,80,4734,14,3,192.168.1.45,Low,2026-07-03T15:39:00Z
normal,DNS,26857,53,3726,6,4,192.168.1.21,Low,2026-07-03T12:19:00Z
normal,HTTP,37828,443,455,8,7,192.168.1.127,Low,2026-07-03T14:02:00Z
normal,HTTP,14166,80,4016,8,9,192.168.1.138,Low,2026-07-03T15:05:00Z
normal,DNS,37864,53,2206,23,10,192.168.1.110,Low,2026-07-03T09:14:00Z
normal,TCP,47944,80,3498,14,6,192.168.1.232,Low,2026-07-03T15:44:00Z
normal,DNS,24194,53,3090,14,9,192.168.1.89,Low,2026-07-03T17:13:00Z
normal,HTTP,8707,80,2817,8,5,192.168.1.21,Low,2026-07-03T14:33:00Z
normal,TCP,6565,80,3744,6,6,192.168.1.176,Low,2026-07-03T10:17:00Z
normal,HTTP,61473,443,5000,26,6,192.168.1.79,Low,2026-07-03T17:38:00Z
normal,DNS,53310,53,2814,11,10,192.168.1.79,Low,2026-07-03T13:17:00Z
normal,HTTP,33646,80,2725,27,1,192.168.1.106,Low,2026-07-03T09:41:00Z
normal,DNS,32992,53,4040,6,2,192.168.1.165,Low,2026-07-03T10:12:00Z
normal,TCP,49985,80,444,2,10,192.168.1.79,Low,2026-07-03T09:45:00Z
normal,HTTP,21068,80,1954,2,9,192.168.1.94,Low,2026-07-03T12:56:00Z
normal,HTTPS,43747,80,1061,12,6,192.168.1.168,Low,2026-07-03T11:14:00Z
normal,HTTP,29520,443,1170,2,8,192.168.1.182,Low,2026-07-03T15:11:00Z
normal,HTTPS,64817,80,2867,24,5,192.168.1.179,Low,2026-07-03T16:05:00Z
normal,TCP,37637,80,2961,25,6,192.168.1.246,Low,2026-07-03T11:14:00Z
normal,TCP,36648,80,1452,21,6,192.168.1.5,Low,2026-07-03T11:49:00Z
normal,HTTPS,35277,80,4622,6,1,192.168.1.148,Low,2026-07-03T15:17:00Z
normal,HTTPS,35815,443,1171,30,1,192.168.1.199,Low,2026-07-03T09:06:00Z
normal,HTTPS,16144,80,3342,7,2,192.168.1.99,Low,2026-07-03T13:54:00Z
normal,TCP,50194,80,3048,27,7,192.168.1.94,Low,2026-07-03T14:59:00Z
normal,TCP,51464,80,1850,20,6,192.168.1.132,Low,2026-07-03T16:35:00Z
normal,HTTP,34638,443,3399,27,4,192.168.1.208,Low,2026-07-03T10:39:00Z
normal,DNS,54302,53,3544,6,9,192.168.1.120,Low,2026-07-03T12:36:00Z
normal,DNS,25098,53,3988,6,2,192.168.1.127,Low,2026-07-03T15:28:00Z
normal,DNS,31722,53,3952,18,9,192.168.1.128,Low,2026-07-03T13:00:00Z
normal,DNS,29887,53,241,3,9,192.168.1.171,Low,2026-07-03T15:29:00Z
normal,TCP,64167,80,3734,13,8,192.168.1.30,Low,2026-07-03T10:40:00Z
normal,DNS,27236,53,2261,6,4,192.168.1.184,Low,2026-07-03T16:39:00Z
normal,TCP,61358,80,4349,21,9,192.168.1.117,Low,2026-07-03T10:51:00Z
normal,HTTP,45587,80,4068,21,5,192.168.1.88,Low,2026-07-03T13:40:00Z
normal,DNS,9101,53,730,8,5,192.168.1.49,Low,2026-07-03T10:43:00Z
normal,HTTP,58579,443,919,6,10,192.168.1.93,Low,2026-07-03T15:19:00Z
normal,HTTP,60304,80,3270,14,5,192.168.1.197,Low,2026-07-03T15:46:00Z
normal,HTTPS,25349,80,526,21,5,192.168.1.161,Low,2026-07-03T10:25:00Z
normal,TCP,12812,80,2991,12,6,192.168.1.101,Low,2026-07-03T17:25:00Z
normal,TCP,47790,80,487,25,2,192.168.1.130,Low,2026-07-03T12:32:00Z
normal,HTTPS,7255,443,4613,26,1,192.168.1.250,Low,2026-07-03T11:28:00Z
normal,DNS,43868,53,4705,25,9,192.168.1.110,Low,2026-07-03T12:54:00Z
normal,TCP,61450,80,3756,20,4,192.168.1.187,Low,2026-07-03T12:58:00Z
normal,TCP,6275,80,2508,7,5,192.168.1.9,Low,2026-07-03T13:36:00Z
normal,HTTP,11968,443,4993,10,3,192.168.1.208,Low,2026-07-03T11:03:00Z
normal,HTTPS,24390,443,1745,21,2,192.168.1.99,Low,2026-07-03T11:02:00Z
normal,TCP,55665,80,3130,11,2,192.168.1.136,Low,2026-07-03T12:43:00Z
normal,TCP,11274,80,4082,7,3,192.168.1.75,Low,2026-07-03T12:43:00Z
normal,DNS,63079,53,2601,25,5,192.168.1.141,Low,2026-07-03T11:54:00Z
normal,HTTPS,26692,80,472,10,4,192.168.1.105,Low,2026-07-03T15:31:00Z
normal,TCP,37544,80,1526,24,7,192.168.1.127,Low,2026-07-03T12:05:00Z
normal,HTTPS,45050,443,3494,22,1,192.168.1.28,Low,2026-07-03T17:51:00Z
normal,TCP,17504,80,4451,13,6,192.168.1.216,Low,2026-07-03T09:18:00Z
normal,HTTP,64098,443,996,13,3,192.168.1.41,Low,2026-07-03T10:15:00Z
normal,DNS,50497,53,3776,4,2,192.168.1.158,Low,2026-07-03T15:18:00Z
normal,TCP,41370,80,3143,13,2,192.168.1.8,Low,2026-07-03T09:44:00Z
normal,TCP,44418,80,330,23,5,192.168.1.108,Low,2026-07-03T11:30:00Z
normal,HTTPS,3354,443,2833,29,2,192.168.1.7,Low,2026-07-03T14:02:00Z
normal,HTTPS,42840,443,4025,8,2,192.168.1.125,Low,2026-07-03T14:20:00Z
normal,TCP,38404,80,1858,19,4,192.168.1.170,Low,2026-07-03T16:19:00Z
normal,HTTPS,31079,80,2446,18,6,192.168.1.63,Low,2026-07-03T15:57:00Z
normal,HTTPS,51816,443,2476,13,5,192.168.1.119,Low,2026-07-03T14:51:00Z
normal,TCP,10065,80,4305,9,7,192.168.1.97,Low,2026-07-03T16:58:00Z
normal,HTTPS,48291,80,3585,27,4,192.168.1.173,Low,2026-07-03T14:08:00Z
normal,HTTP,7214,443,3407,5,7,192.168.1.112,Low,2026-07-03T11:12:00Z
normal,HTTP,60016,443,273,4,8,192.168.1.129,Low,2026-07-03T16:21:00Z
normal,TCP,40720,80,4885,1,2,192.168.1.111,Low,2026-07-03T13:28:00Z
normal,DNS,45920,53,2876,13,9,192.168.1.28,Low,2026-07-03T15:15:00Z
normal,DNS,39533,53,3814,29,2,192.168.1.81,Low,2026-07-03T17:06:00Z
normal,HTTPS,50762,80,255,9,5,192.168.1.69,Low,2026-07-03T14:52:00Z
normal,TCP,36191,80,3858,10,3,192.168.1.145,Low,2026-07-03T09:49:00Z
normal,HTTPS,19137,443,2128,21,5,192.168.1.209,Low,2026-07-03T12:29:00Z
normal,TCP,2720,80,4651,22,1,192.168.1.39,Low,2026-07-03T15:53:00Z
normal,DNS,15567,53,531,2,10,192.168.1.34,Low,2026-07-03T10:54:00Z
normal,TCP,52073,80,1697,17,8,192.168.1.208,Low,2026-07-03T11:27:00Z
normal,DNS,39004,53,1595,27,6,192.168.1.202,Low,2026-07-03T12:28:00Z
normal,HTTP,46070,443,2806,24,10,192.168.1.186,Low,2026-07-03T13:13:00Z
normal,TCP,58807,80,161,4,5,192.168.1.177,Low,2026-07-03T17:49:00Z
normal,DNS,3364,53,3592,20,10,192.168.1.42,Low,2026-07-03T15:21:00Z
normal,HTTPS,31547,80,383,12,7,192.168.1.117,Low,2026-07-03T14:51:00Z
normal,TCP,34344,80,1059,23,6,192.168.1.165,Low,2026-07-03T16:18:00Z
normal,HTTPS,34008,80,2445,11,9,192.168.1.147,Low,2026-07-03T11:23:00Z
normal,HTTP,61330,80,3770,29,3,192.168.1.198,Low,2026-07-03T10:26:00Z
normal,TCP,62532,80,2795,6,3,192.168.1.59,Low,2026-07-03T10:25:00Z
normal,TCP,41841,80,4372,16,4,192.168.1.2,Low,2026-07-03T11:29:00Z
normal,HTTPS,30987,80,3858,3,10,192.168.1.49,Low,2026-07-03T10:29:00Z
normal,DNS,40199,53,2515,11,9,192.168.1.83,Low,2026-07-03T11:36:00Z
normal,DNS,17805,53,2498,29,1,192.168.1.231,Low,2026-07-03T11:25:00Z
normal,TCP,33927,80,2160,26,6,192.168.1.81,Low,2026-07-03T10:34:00Z
normal,TCP,26420,80,361,19,3,192.168.1.149,Low,2026-07-03T13:48:00Z
normal,HTTPS,56796,443,2157,24,1,192.168.1.132,Low,2026-07-03T13:01:00Z
normal,TCP,33472,80,2683,14,8,192.168.1.9,Low,2026-07-03T09:51:00Z
normal,HTTPS,27191,443,2978,12,5,192.168.1.94,Low,2026-07-03T12:43:00Z
normal,TCP,51240,80,2166,29,9,192.168.1.88,Low,2026-07-03T13:51:00Z
